"¡Felicidades! eres la ganadora Confirma datos correctos Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154/pages/special_char_а.html",1,0,0,1,48,2,0,1,0,0,None,None,None,4
Aviso campaña Renta 2023 Revisa tus datos Confirma datos en :Iniciar sesión: Confirma en:  http://truchodomain.info/pages/special_char_а.html,1,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0,4
Pago Agencia Tributaria Revisa tus datos Inicia sesión en: http://217.160.114.154/pages/special_char_а.html,1,0,0,1,48,2,0,1,0,0,None,None,None,4
"Agencia Tributaria, tienes un aviso Confirma información Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/redirection",1,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0,7
Tienes un artículo esperando Confirma información Confirma datos en :Iniciar sesión: Confirma en:  http://truchodomain.info/redirection,1,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0,3
¡Felicidades! eres el ganador de un sorteo Confirma tus datos Confirma datos en :Iniciar sesión: Confirma en:  http://truchodomain.info/pages/special_char_а.html,1,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0,4
¡Felicidades! eres el ganador de una tarjeta AMAZON Confirma datos correctos Confirma datos en :Iniciar sesión: Confirma en:  http://truchodomain.info/,1,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0,5
"¡Felicidades! eres la ganadora de una tarjeta AMAZON Confirma datos correctos Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154/pages/special_char_а.html",1,0,0,1,48,2,0,1,0,0,None,None,None,5
¡Felicidades! eres la ganadora Confirma información Confirma datos en :Iniciar sesión: Confirma en:  https://ijarez.com/GaJb5q5,1,0,0,0,26,0,1,0,0,0,2023/11/20,2023/11/20,0,3
¡Felicidades! eres la ganadora de una tarjeta AMAZON Confirma información Confirma datos en :Iniciar sesión: Confirma en:  http://truchodomain.info/pages/special_char_а.html,1,0,0,0,50,0,0,1,1,0,2023/05/30,2023/06/04,0,4
"¡Felicidades! eres la ganadora Confirma datos correctos Por favor, inicie sesión para actualizar su información a través de: http://truchodomain.info/redirection",1,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0,4
¡Felicidades! eres la ganadora de una tarjeta AMAZON Revisa tus datos Inicia sesión en: http://truchodomain.info/redirection,1,0,0,0,36,0,0,0,1,0,2023/05/30,2023/06/04,0,2
Pago Agencia Tributaria Revisa tus datos Confirma datos en :Iniciar sesión: Confirma en:  http://217.160.114.154,1,0,0,1,22,2,0,0,0,0,None,None,None,6
"¡Felicidades! eres el ganador de una tarjeta AMAZON Confirma información Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154/redirection",1,0,0,1,34,2,0,0,0,1,None,None,None,6
Amazon entrega Confirma tus datos Inicia sesión en: uhapib.com/xuOthWt,1,0,0,0,18,0,0,0,0,0,2023/11/06,2023/11/06,0,2
Aviso campaña Renta 2023 Confirma datos correctos Inicia sesión en: http://truchodomain.info/,1,0,0,0,25,0,0,0,1,0,2023/05/30,2023/06/04,0,2
"¡Felicidades! eres el ganador de un sorteo Confirma información Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154",1,0,0,1,22,2,0,0,0,0,None,None,None,5
SORTEO GANADO Confirma tus datos Confirma datos en :Iniciar sesión: Confirma en:  http://217.160.114.154/redirection,1,0,0,1,34,2,0,0,0,1,None,None,None,3
Amazon entrega Confirma tus datos Confirma datos en :Iniciar sesión: Confirma en:  netfIix-micuenta.com,1,0,0,0,20,0,0,0,0,0,2023/09/12,2023/10/07,1,4
"¡Felicidades! eres la ganadora de un sorteo Confirma datos correctos Por favor, inicie sesión para actualizar su información a través de: http://217.160.114.154/pages/special_char_а.html",1,0,0,1,48,2,0,1,0,0,None,None,None,4
